"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"nc","OrganizationAbbreviationText","nc:OrganizationAbbreviationText",1,0,,"FBI, NCIC",,"An abbreviation, acronym, or code for an organization name.","nc","TextType","nc:TextType",,,
"nc","OrganizationActivityText","nc:OrganizationActivityText",1,0,,"law enforcement, supervision",,"An activity that an organization is known or thought to be involved with.","nc","TextType","nc:TextType",,,
"scr","OrganizationAddressAssociation","scr:OrganizationAddressAssociation",1,0,,,,"An association between ORGANIZATION and ADDRESS.","scr","OrganizationAddressAssociationType","scr:OrganizationAddressAssociationType",,,
"scr","OrganizationAddressEffectiveDate","scr:OrganizationAddressEffectiveDate",1,0,,,,"The date when the ORGANIZATION ADDRESS came into existence.","nc","DateType","nc:DateType",,,
"scr","OrganizationAddressEndDate","scr:OrganizationAddressEndDate",1,0,,,,"The date when the ORGANIZATION ADDRESS ended.","nc","DateType","nc:DateType",,,
"nc","OrganizationAssociation","nc:OrganizationAssociation",1,0,,,,"An association between an organization and another organization.","nc","OrganizationAssociationType","nc:OrganizationAssociationType",,,
"fs","OrganizationAugmentation","fs:OrganizationAugmentation",1,0,"","","","Additional information about an organization.","fs","OrganizationAugmentationType","fs:OrganizationAugmentationType",,,
"j","OrganizationAugmentation","j:OrganizationAugmentation",1,0,"","","","Additional information about an organization.","j","OrganizationAugmentationType","j:OrganizationAugmentationType",,,
"scr","OrganizationAugmentation","scr:OrganizationAugmentation",1,0,"","","","Additional information about an organization.","scr","OrganizationAugmentationType","scr:OrganizationAugmentationType",,,
"nc","OrganizationBranchName","nc:OrganizationBranchName",1,0,,,,"A name of the chapter or branch by which an organization is known within a larger group of organizations.","nc","TextType","nc:TextType",,,
"fs","OrganizationCaseNumber","fs:OrganizationCaseNumber",1,0,"","","","The case number created  by the organization.","niem-xsd","string","niem-xsd:string",,,
"nc","OrganizationCategory","nc:OrganizationCategory",1,1,,,,"A kind or functional type of organization.",,,,,,
"j","OrganizationCategoryNCICORIAgencyCode","j:OrganizationCategoryNCICORIAgencyCode",1,0,"","","","A functional kind of an organization.","fbi","ORIAgencyCodeType","fbi:ORIAgencyCodeType","nc","OrganizationCategory","nc:OrganizationCategory"
"j","OrganizationCategoryNCICTYPOCode","j:OrganizationCategoryNCICTYPOCode",1,0,"","","","A functional kind of an organization.","fbi","TYPOCodeType","fbi:TYPOCodeType","nc","OrganizationCategory","nc:OrganizationCategory"
"j","OrganizationCategoryNLETSCode","j:OrganizationCategoryNLETSCode",1,0,"","","","A functional kind of an organization.","nlets","OrganizationCategoryCodeType","nlets:OrganizationCategoryCodeType","nc","OrganizationCategory","nc:OrganizationCategory"
"nc","OrganizationCategoryText","nc:OrganizationCategoryText",1,0,,,,"A kind or functional type of organization.","nc","TextType","nc:TextType","nc","OrganizationCategory","nc:OrganizationCategory"
"scr","OrganizationClassificationCategoryCode","scr:OrganizationClassificationCategoryCode",1,0,"","private company, church organization, gang, political group","","A kind of organization.","scr","OrganizationCategoryCodeType","scr:OrganizationCategoryCodeType",,,
"nc","OrganizationContactInformationAssociation","nc:OrganizationContactInformationAssociation",1,0,,,,"An association between an organization and contact information.","nc","OrganizationContactInformationAssociationType","nc:OrganizationContactInformationAssociationType",,,
"nc","OrganizationDayContactInformation","nc:OrganizationDayContactInformation",1,0,,,,"A means of contacting an organization during daytime hours.","nc","ContactInformationType","nc:ContactInformationType",,,
"nc","OrganizationDescriptionText","nc:OrganizationDescriptionText",1,0,,,,"A description of an organization ","nc","TextType","nc:TextType",,,
"ansi-nist","OrganizationDocumentCount","ansi-nist:OrganizationDocumentCount",1,0,,,,"Data regarding the document counts for the ORI being entered.","ansi-nist","OrganizationDocumentCountType","ansi-nist:OrganizationDocumentCountType",,,
"nc","OrganizationDoingBusinessAsName","nc:OrganizationDoingBusinessAsName",1,0,"DBA, doing business as",,,"A name an organization uses for conducting business.","nc","TextType","nc:TextType",,,
"nc","OrganizationEmergencyContactInformation","nc:OrganizationEmergencyContactInformation",1,0,,,,"A means of contacting an organization in the event of an emergency.","nc","ContactInformationType","nc:ContactInformationType",,,
"scr","OrganizationEncounterAssociation","scr:OrganizationEncounterAssociation",1,0,,,,"The association between ORGANIZATION and ENCOUNTER.","scr","OrganizationEncounterAssociationType","scr:OrganizationEncounterAssociationType",,,
"nc","OrganizationEstablishedDate","nc:OrganizationEstablishedDate",1,0,,,,"A date an organization was started.","nc","DateType","nc:DateType",,,
"nc","OrganizationEveningContactInformation","nc:OrganizationEveningContactInformation",1,0,,,,"A means of contacting an organization during evening or early night hours.","nc","ContactInformationType","nc:ContactInformationType",,,
"nc","OrganizationFacilityAssociation","nc:OrganizationFacilityAssociation",1,0,,,,"An association between an organization and a facility.","nc","OrganizationFacilityAssociationType","nc:OrganizationFacilityAssociationType",,,
"j","OrganizationFieldOfficeText","j:OrganizationFieldOfficeText",1,0,,,,"The Field Office that has jurisdiction over an area in which the ORI is located.","nc","TextType","nc:TextType",,,
"nc","OrganizationGangAssociation","nc:OrganizationGangAssociation",1,0,,,,"An association between an organization and a gang.","nc","OrganizationUnitAssociationType","nc:OrganizationUnitAssociationType",,,
"em","OrganizationGeoLocation","em:OrganizationGeoLocation",1,0,"","","","The container element for specifying the geo-coded address. ","em","OrganizationGeoLocationType","em:OrganizationGeoLocationType",,,
"j","OrganizationGovernmentLevelCode","j:OrganizationGovernmentLevelCode",1,0,"","local, county, state, federal,  nongovernmental","","A governmental level of an organization.","fbi","ORIGovernmentLevelCodeType","fbi:ORIGovernmentLevelCodeType",,,
"nc","OrganizationIdentification","nc:OrganizationIdentification",1,0,,,"For a school, this would be a school identifier, for a lien holder, this would be a lien holder identifier, for a court, this would be a court identifier.","An identification that references an organization.","nc","IdentificationType","nc:IdentificationType",,,
"em","OrganizationIDProviderName","em:OrganizationIDProviderName",1,0,"","","","The name of the provider that has provided the identification scheme. This could also be the name a particular identification list. ","nc","TextType","nc:TextType",,,
"nc","OrganizationIncorporatedIndicator","nc:OrganizationIncorporatedIndicator",1,0,"corporation, proprietorship, partnership",,"This would be true if an organization is a corporation; false if it is a proprietorship or partnership.","True if an organization is incorporated; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"scr","OrganizationIncorporationDate","scr:OrganizationIncorporationDate",1,0,,,,"The date on which the ORGANIZATION was formed into a legal corporation.","nc","DateType","nc:DateType",,,
"nc","OrganizationItemAssociation","nc:OrganizationItemAssociation",1,0,,,,"An association between an organization and an item.","nc","OrganizationItemAssociationType","nc:OrganizationItemAssociationType",,,
"j","OrganizationJurisdiction","j:OrganizationJurisdiction",1,0,,,,"An area of service or jurisdiction an organization has over a region.","nc","JurisdictionType","nc:JurisdictionType",,,
"nc","OrganizationLocalIdentification","nc:OrganizationLocalIdentification",1,0,,,,"An identification assigned at a local level to an organization.","nc","IdentificationType","nc:IdentificationType",,,
"nc","OrganizationLocation","nc:OrganizationLocation",1,0,,,,"A location of an organization.","nc","LocationType","nc:LocationType",,,
"scr","OrganizationLocation","scr:OrganizationLocation",1,0,"","","","Applied augmentation for type nc:LocationType","scr","OrganizationLocationType","scr:OrganizationLocationType","nc","Location","nc:Location"
"em","OrganizationLocationAugmentation","em:OrganizationLocationAugmentation",1,0,"","","","Additional information about the location of an organization.","em","OrganizationLocationAugmentationType","em:OrganizationLocationAugmentationType",,,
"scr","OrganizationLocationAugmentation","scr:OrganizationLocationAugmentation",1,0,"","","","Additional information about a location.","scr","OrganizationLocationAugmentationType","scr:OrganizationLocationAugmentationType",,,
"ansi-nist","OrganizationName","ansi-nist:OrganizationName",1,0,,,,"Unique domain agency identifier.","nc","TextType","nc:TextType",,,
"nc","OrganizationName","nc:OrganizationName",1,0,,,,"A name of an organization.","nc","TextType","nc:TextType",,,
"scr","OrganizationNameEffectiveDate","scr:OrganizationNameEffectiveDate",1,0,,,,"The date the ORGANIZATION NAME became  effective.","nc","DateType","nc:DateType",,,
"scr","OrganizationNameIdentification","scr:OrganizationNameIdentification",1,0,,,,"The identifier of the name of the ORGANIZATION.","nc","IdentificationType","nc:IdentificationType",,,
"scr","OrganizationNameTerminationDate","scr:OrganizationNameTerminationDate",1,0,,,,"The date the ORGANIZATION NAME became invalid.","nc","DateType","nc:DateType",,,
"nc","OrganizationNightContactInformation","nc:OrganizationNightContactInformation",1,0,,,,"A means of contacting an organization during late-night hours.","nc","ContactInformationType","nc:ContactInformationType",,,
"nc","OrganizationOperatesFacilityAssociation","nc:OrganizationOperatesFacilityAssociation",1,0,,,,"An association between a facility and an organization that operates that facility.","nc","FacilityOrganizationAssociationType","nc:FacilityOrganizationAssociationType","nc","FacilityOrganizationAssociation","nc:FacilityOrganizationAssociation"
"j","OrganizationORIIdentification","j:OrganizationORIIdentification",1,0,"ORI, ORI code, Originating Agency Code","","","A unique identifier assigned to a justice-related organization by the federal government.","nc","IdentificationType","nc:IdentificationType",,,
"nc","OrganizationOtherIdentification","nc:OrganizationOtherIdentification",1,0,,,,"An identification assigned to an organization.","nc","IdentificationType","nc:IdentificationType",,,
"nc","OrganizationOwnsItemAssociation","nc:OrganizationOwnsItemAssociation",1,0,,,,"An association between an organization and a property item owned by that organization.","nc","OrganizationItemAssociationType","nc:OrganizationItemAssociationType",,,
"nc","OrganizationParent","nc:OrganizationParent",1,1,,,,"An entity that owns, controls, or operates the organization.",,,,,,
"nc","OrganizationParentAffiliate","nc:OrganizationParentAffiliate",1,0,,,,"An organization that owns, controls, or operates the organization.","nc","OrganizationType","nc:OrganizationType","nc","OrganizationParent","nc:OrganizationParent"
"nc","OrganizationParentAssociation","nc:OrganizationParentAssociation",1,0,,,,"An entity that owns, controls, or operates the organization.","nc","OrganizationUnitAssociationType","nc:OrganizationUnitAssociationType",,,
"nc","OrganizationParentOrganization","nc:OrganizationParentOrganization",1,0,,,,"An organization that owns, controls, or operates the organization.","nc","OrganizationType","nc:OrganizationType","nc","OrganizationParent","nc:OrganizationParent"
"scr","OrganizationPhoneAssociation","scr:OrganizationPhoneAssociation",1,0,,,,"An association between PERSON and PHONE.","scr","OrganizationPhoneAssociationType","scr:OrganizationPhoneAssociationType",,,
"scr","OrganizationPhoneEffectiveDate","scr:OrganizationPhoneEffectiveDate",1,0,,,,"The date when the ORGANIZATION PHONE came into existence.","nc","DateType","nc:DateType",,,
"scr","OrganizationPhoneEndDate","scr:OrganizationPhoneEndDate",1,0,,,,"The date when the ORGANIZATION PHONE ended.","nc","DateType","nc:DateType",,,
"nc","OrganizationPossessesItemAssociation","nc:OrganizationPossessesItemAssociation",1,0,,,,"An association between an organization and a property item possessed by that organization.","nc","OrganizationItemAssociationType","nc:OrganizationItemAssociationType",,,
